0.36378,0.37823,4.3933
0.36378,0.43707,4.506
0.36378,0.5118,4.5861
0.36378,0.57923,4.6494
0.36378,0.6401,4.8015
0.36378,0.69376,4.9354
0.36378,0.75077,4.9911
0.36378,0.79021,5.1178
0.36378,0.82742,5.2215
0.36378,0.8666,5.2943
0.36378,0.9156,5.372
0.36378,0.94996,5.4262
0.36378,0.98849,5.5517
0.36378,1.0332,5.6073
0.36378,1.0609,5.677
0.36378,1.0947,5.7651
0.36378,1.1287,5.823
0.36378,1.159,5.8885
0.36378,1.182,5.8502
0.36378,1.2264,5.9756
0.36378,1.2403,6.0515
0.36378,1.274,6.0734
0.36378,1.3052,6.1492
0.36378,1.3494,6.2418
0.36378,1.3979,6.3334
0.36378,1.4348,6.3543
0.36378,1.4552,6.4454
0.36378,1.505,6.479
0.36378,1.5277,6.5574
0.36378,1.5442,6.567
0.36378,1.5779,6.6167
0.36378,1.5895,6.6232
0.6993,0.46335,4.2904
0.6993,0.52163,4.3388
0.6993,0.58815,4.4272
0.6993,0.6443,4.503
0.6993,0.69117,4.6815
0.6993,0.74271,4.6151
0.6993,0.79102,4.7756
0.6993,0.83621,4.8717
0.6993,0.87384,5.0386
0.6993,0.91625,5.0768
0.6993,0.95508,5.1868
0.6993,0.99798,5.279
0.6993,1.0319,5.3111
0.6993,1.0632,5.3433
0.6993,1.1007,5.4356
0.6993,1.1413,5.565
0.6993,1.1707,5.5769
0.6993,1.1802,5.5759
0.6993,1.222,5.715
0.6993,1.2403,5.7668
0.6993,1.2854,5.8579
0.6993,1.3326,5.972
0.6993,1.3637,6.0076
0.6993,1.3913,6.0898
0.6993,1.4221,6.1715
0.6993,1.4416,6.1656
0.6993,1.4909,6.2933
0.6993,1.5164,6.3285
0.6993,1.5581,6.3907
0.6993,1.5833,6.4744
0.6993,1.6031,6.4969
0.6993,1.637,6.5453
1.3296,0.37916,4.3168
1.3296,0.45137,4.278
1.3296,0.52293,4.2713
1.3296,0.59087,4.3197
1.3296,0.65176,4.4075
1.3296,0.7058,4.4046
1.3296,0.75459,4.4378
1.3296,0.80037,4.5
1.3296,0.85079,4.5381
1.3296,0.89567,4.6003
1.3296,0.91902,4.6366
1.3296,0.98876,4.7832
1.3296,1.002,4.7984
1.3296,1.06,4.9758
1.3296,1.1133,4.8773
1.3296,1.1666,4.9847
1.3296,1.2598,5.2311
1.3296,1.3253,5.3449
1.3296,1.4047,5.5722
1.3296,1.4613,5.7188
1.3296,1.5084,5.7264
1.3296,1.5539,5.8197
1.4595,0.35933,4.3894
1.4595,0.44657,4.3158
1.4595,0.52704,4.3402
1.4595,0.59805,4.3847
1.4595,0.65532,4.3974
1.4595,0.71314,4.404
1.4595,0.76073,4.4254
1.4595,0.80638,4.4967
1.4595,0.85284,4.5346
1.4595,0.87786,4.4701
1.4595,0.97908,4.7929
1.4595,1.0466,4.7189
1.4595,1.1041,4.7912
1.4595,1.1578,4.9458
1.4595,1.2231,5.1419
1.4595,1.3039,5.2408
1.4595,1.3877,5.4311
1.4595,1.4225,5.5634
1.4595,1.5005,5.6586
1.4595,1.5482,5.6984
1.5855,0.40213,4.3268
1.5855,0.44714,4.2926
1.5855,0.52773,4.3221
1.5855,0.60518,4.3166
1.5855,0.6576,4.2835
1.5855,0.71051,4.3685
1.5855,0.76247,4.4086
1.5855,0.81139,4.4426
1.5855,0.85519,4.5085
1.5855,0.89601,4.5528
1.5855,0.93503,4.575
1.5855,0.97969,4.6729
1.5855,1.0314,4.7449
1.5855,1.0365,4.7366
1.5855,1.0825,4.8336
1.5855,1.1113,4.8852
1.5855,1.1491,4.9517
1.5855,1.1736,4.9503
1.5855,1.2063,5.0772
1.5855,1.2504,5.1543
1.5855,1.2693,5.2426
1.5855,1.3106,5.2406
1.9446,0.38774,4.6563
1.9446,0.45125,4.5648
1.9446,0.53254,4.4914
1.9446,0.60204,4.4683
1.9446,0.66648,4.4164
1.9446,0.71809,4.402
1.9446,0.76286,4.3593
1.9446,0.81501,4.4526
1.9446,0.86694,4.4894
1.9446,0.92332,4.4733
1.9446,0.94925,4.5754
1.9446,0.9929,4.6472
1.9446,1.0274,4.6041
1.9446,1.0623,4.6992
1.9446,1.0956,4.7213
1.9446,1.147,4.8057
1.9446,1.1526,4.6691
1.9446,1.1906,4.7824
1.9446,1.2343,4.8855
1.9446,1.257,4.9388
1.9446,1.2893,5.0392
1.9446,1.3275,5.0322
1.9446,1.3568,5.1075
1.9446,1.3847,5.1183
1.9446,1.4317,5.2062
1.9446,1.4685,5.2695
1.9446,1.4783,5.3096
1.9446,1.538,5.3526
1.9446,1.5646,5.406
1.9446,1.6041,5.5088
1.9446,1.6332,5.5509
1.9446,1.6612,5.5959
2.3746,0.48703,4.5223
2.3746,0.54198,4.4789
2.3746,0.61312,4.5754
2.3746,0.66912,4.5229
2.3746,0.73043,4.4949
2.3746,0.77581,4.5167
2.3746,0.82634,4.4889
2.3746,0.87404,4.5017
2.3746,0.91526,4.5132
2.3746,0.95747,4.5673
2.3746,1.0001,4.5968
2.3746,1.0384,4.5972
2.3746,1.0809,4.6211
2.3746,1.1083,4.6648
2.3746,1.1441,4.6727
2.3746,1.1794,4.7084
2.3746,1.2266,4.7754
2.3746,1.2328,4.7727
2.3746,1.288,4.7755
2.3746,1.2912,4.7612
2.3746,1.3328,4.9301
2.3746,1.3605,4.946
2.3746,1.3856,5.0054
2.3746,1.4236,5.0859
2.3746,1.4552,5.0784
2.3746,1.4812,5.1341
2.3746,1.4879,5.1375
2.3746,1.5201,5.1828
2.3746,1.5568,5.2679
2.3746,1.5736,5.2414
2.3746,1.5954,5.2884
2.3746,1.6214,5.2504
2.3746,1.6802,5.4446
2.3746,1.6911,5.4571
2.7548,0.49006,4.6325
2.7548,0.55268,4.7261
2.7548,0.60885,4.6241
2.7548,0.67899,4.6026
2.7548,0.73277,4.5065
2.7548,0.78618,4.5694
2.7548,0.83453,4.5205
2.7548,0.88656,4.5674
2.7548,0.9141,4.5733
2.7548,0.96944,4.6255
2.7548,1.0097,4.6416
2.7548,1.0523,4.7052
2.7548,1.0943,4.732
2.7548,1.1093,4.7626
2.7548,1.1501,4.7822
2.7548,1.1985,4.8251
2.7548,1.2484,4.8952
2.7548,1.2987,4.9435
2.7548,1.3513,5.0297
2.7548,1.3898,5.07
2.7548,1.4023,5.1432
2.7548,1.4431,5.1641
2.7548,1.4623,5.1858
2.7548,1.4838,5.2369
2.7548,1.5218,5.2612
2.7548,1.5415,5.369
2.7548,1.5669,5.3951
2.7548,1.5906,5.4075
2.7548,1.6279,5.4377
2.7548,1.6681,5.5292
2.7548,1.6851,5.5107
3.2466,0.47655,4.7293
3.2466,0.54592,4.5932
3.2466,0.62716,4.6073
3.2466,0.68318,4.5687
3.2466,0.74588,4.5937
3.2466,0.80144,4.5967
3.2466,0.85216,4.5602
3.2466,0.8942,4.583
3.2466,0.94433,4.606
3.2466,0.98511,4.5678
3.2466,1.0304,4.5926
3.2466,1.0693,4.7055
3.2466,1.1167,4.6638
3.2466,1.1317,4.6907
3.2466,1.1715,4.7594
3.2466,1.2097,4.8412
3.2466,1.2445,4.9059
3.2466,1.2709,4.8659
3.2466,1.3096,4.9072
3.2466,1.3363,4.8862
3.2466,1.3687,4.9824
3.2466,1.407,4.9968
3.2466,1.437,5.0499
3.2466,1.4501,5.0658
3.2466,1.4772,5.0823
3.2466,1.5092,5.1656
3.2466,1.537,5.2101
3.2466,1.5679,5.3026
3.2466,1.5953,5.2991
3.2466,1.6222,5.3228
3.2466,1.646,5.3633
3.2466,1.6588,5.4412
3.2466,1.6932,5.4203
3.2466,1.7261,5.4188
3.2466,1.7349,5.5258
3.5556,0.56061,4.7882
3.5556,0.6309,4.7572
3.5556,0.70006,4.7059
3.5556,0.75572,4.6608
3.5556,0.81072,4.7127
3.5556,0.8606,4.6605
3.5556,0.9109,4.6975
3.5556,0.94578,4.7426
3.5556,0.99217,4.7161
3.5556,1.0359,4.7678
3.5556,1.0787,4.8267
3.5556,1.1215,4.8561
3.5556,1.1478,4.8786
3.5556,1.1948,4.8566
3.5556,1.2125,4.8688
3.5556,1.2741,4.9296
3.5556,1.3023,5.071
3.5556,1.3183,5.0629
3.5556,1.3533,5.1494
3.5556,1.3738,5.089
3.5556,1.41,5.2113
3.5556,1.4496,5.242
3.5556,1.462,5.2247
3.5556,1.5022,5.302
3.5556,1.5554,5.3805
3.5556,1.5824,5.3836
3.5556,1.6092,5.3973
3.5556,1.6389,5.4933
3.5556,1.6566,5.4754
