 1.9879522406848382e+003     8.9009436086462781e+000     1.9823919903701662e+003     1.0080716143852295e-003     1.0000000000000000e-003    -5.5602503146719755e+000     9.9597819532788924e+002    
 1.9424285299445983e+003     8.8777599282355713e+000     1.9368693996335030e+003     1.0317446826433952e-003     1.0232929922807535e-003    -5.5591303110952595e+000     9.7321589640027514e+002    
 1.8979411499188409e+003     8.8545726106427445e+000     1.8923831653107975e+003     1.0559782033969039e-003     1.0471285480508985e-003    -5.5579846080433981e+000     9.5097175265297528e+002    
 1.8544665127705896e+003     8.8313815729750935e+000     1.8489097001455568e+003     1.0807856559804849e-003     1.0715193052376049e-003    -5.5568126250327623e+000     9.2923396993869756e+002    
 1.8119815676348398e+003     8.8081867304986332e+000     1.8064259538659398e+003     1.1061808536384976e-003     1.0964781961431828e-003    -5.5556137689000025e+000     9.0799102258909875e+002    
 1.7704637883883618e+003     8.7849879965902620e+000     1.7649094009548166e+003     1.1321779522364401e-003     1.1220184543019607e-003    -5.5543874335451164e+000     8.8723164730371548e+002    
 1.7298911617133761e+003     8.7617852827059899e+000     1.7243380287137059e+003     1.1587914592189642e-003     1.1481536214968794e-003    -5.5531329996701970e+000     8.6694483717799449e+002    
 1.6902421754213806e+003     8.7385784983357322e+000     1.6846903255868647e+003     1.1860362428221770e-003     1.1748975549395256e-003    -5.5518498345159060e+000     8.4711983586726649e+002    
 1.6514958070484606e+003     8.7153675509636681e+000     1.6459452697568704e+003     1.2139275415482564e-003     1.2022644346174082e-003    -5.5505372915902171e+000     8.2774613188356864e+002    
 1.6136315127084899e+003     8.6921523460258747e+000     1.6080823179980939e+003     1.2424809739107082e-003     1.2302687708123760e-003    -5.5491947103960229e+000     8.0881345302229420e+002    
 1.5766292162004449e+003     8.6689327868676198e+000     1.5710813947842923e+003     1.2717125484588939e-003     1.2589254117941610e-003    -5.5478214161526012e+000     7.9031176091571785e+002    
 1.5404692983612981e+003     8.6457087746968195e+000     1.5349228816417842e+003     1.3016386740907465e-003     1.2882495516931269e-003    -5.5464167195138998e+000     7.7223124571049163e+002    
 1.5051325866704460e+003     8.6224802085484811e+000     1.4995876067541642e+003     1.3322761706629411e-003     1.3182567385563993e-003    -5.5449799162818181e+000     7.5456232086630973e+002    
 1.4706003450771127e+003     8.5992469852308435e+000     1.4650568347899978e+003     1.3636422799080765e-003     1.3489628825916449e-003    -5.5435102871149411e+000     7.3729561807297614e+002    
 1.4368542640661283e+003     8.5760089992791553e+000     1.4313122569688937e+003     1.3957546766688246e-003     1.3803842646028753e-003    -5.5420070972345457e+000     7.2042198228317102e+002    
 1.4038764509538680e+003     8.5527661429142476e+000     1.3983359813577438e+003     1.4286314804592981e-003     1.4125375446227440e-003    -5.5404695961242396e+000     7.0393246685830525e+002    
 1.3716494204032226e+003     8.5295183059982662e+000     1.3661105233859957e+003     1.4622912673643226e-003     1.4454397707459161e-003    -5.5388970172268728e+000     6.8781832882486083e+002    
 1.3401560851434729e+003     8.5062653759735518e+000     1.3346187965658362e+003     1.4967530822876300e-003     1.4791083881681951e-003    -5.5372885776366729e+000     6.7207102423872038e+002    
 1.3093797469189540e+003     8.4830072378258095e+000     1.3038441034411676e+003     1.5320364515604536e-003     1.5135612484361949e-003    -5.5356434777863797e+000     6.5668220365503100e+002    
 1.2793040876289606e+003     8.4597437740249291e+000     1.2737701267278278e+003     1.5681613959223632e-003     1.5488166189124668e-003    -5.5339609011327866e+000     6.4164370770117853e+002    
 1.2499131606827270e+003     8.4364748644851382e+000     1.2443809206688927e+003     1.6051484438866282e-003     1.5848931924610978e-003    -5.5322400138343255e+000     6.2694756275055249e+002    
 1.2211913825356787e+003     8.4132003865002964e+000     1.2156609025712512e+003     1.6430186455029163e-003     1.6218100973589133e-003    -5.5304799644275136e+000     6.1258597669478786e+002    
 1.1931235244330919e+003     8.3899202147013909e+000     1.1875948445495933e+003     1.6817935865304978e-003     1.6595869074375426e-003    -5.5286798834986257e+000     5.9855133481224698e+002    
 1.1656947043329219e+003     8.3666342209993463e+000     1.1601678654495713e+003     1.7214954030356795e-003     1.6982436524617252e-003    -5.5268388833505924e+000     5.8483619573056046e+002    
 1.1388903790156542e+003     8.3433422745320396e+000     1.1333654229579879e+003     1.7621467964277092e-003     1.7378008287493550e-003    -5.5249560576662589e+000     5.7143328748106808e+002    
 1.1126963363713899e+003     8.3200442416063094e+000     1.1071733058902209e+003     1.8037710489478816e-003     1.7782794100389011e-003    -5.5230304811689166e+000     5.5833550364308610e+002    
 1.0870986878665003e+003     8.2967399856460560e+000     1.0815776266572232e+003     1.8463920396271521e-003     1.8197008586099603e-003    -5.5210612092771498e+000     5.4553589957594693e+002    
 1.0620838611784138e+003     8.2734293671336658e+000     1.0565648139006560e+003     1.8900342607281230e-003     1.8620871366628428e-003    -5.5190472777578634e+000     5.3302768873681021e+002    
 1.0376385929995047e+003     8.2501122435530760e+000     1.0321216052971311e+003     1.9347228346878822e-003     1.9054607179632211e-003    -5.5169877023736262e+000     5.2080423908230409e+002    
 1.0137499220039780e+003     8.2267884693304580e+000     1.0082350405254489e+003     1.9804835315787653e-003     1.9498445997580176e-003    -5.5148814785291052e+000     5.0885906955207258e+002    
 9.9040518197530434e+002     8.2034578957747719e+000     9.8489245439439253e+002     2.0273427871047747e-003     1.9952623149688503e-003    -5.5127275809118146e+000     4.9718584663238835e+002    
 9.6759199509170082e+002     8.1801203710207844e+000     9.6208147012857000e+002     2.0753277211520804e-003     2.0417379446694981e-003    -5.5105249631308197e+000     4.8577838099797827e+002    
 9.4529826536058840e+002     8.1567757399633525e+000     9.3978999280323637e+002     2.1244661569126432e-003     2.0892961308540065e-003    -5.5082725573520293e+000     4.7463062423031090e+002    
 9.2351217220760122e+002     8.1334238442013209e+000     9.1800620293367058e+002     2.1747866406008208e-003     2.1379620895021975e-003    -5.5059692739306456e+000     4.6373666561057945e+002    
 9.0222216420426173e+002     8.1100645219651195e+000     8.9671855020322084e+002     2.2263184617835378e-003     2.1877616239495161e-003    -5.5036140010408872e+000     4.5309072898570486e+002    
